topology,algorithm,link sec ratio,num of calls,load,round,block_rate(t),block_rate(0),block_rate(1),block_rate(2),hop,link utilization,overused bw,security deviation (t),security deviation (0),security deviation (1),security deviation (2),exposure ratio(t),exposure ratio(0),exposure ratio(1),exposure ratio(2)
NSFNET,    SF,   0.600, 10000.000,  100.000,    6.000,   19.470,    0.000,   32.136,   32.649,    2.948,   11.008, 47070.000,    0.248,    0.501,    0.000,    0.000,   33.207,   67.056,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  100.000,    7.000,   11.870,    0.000,   19.541,   19.832,    2.827,   11.849, 60340.000,    0.287,    0.637,    0.000,    0.000,   21.926,   48.673,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  100.000,    8.000,    5.180,    0.000,    8.419,    8.835,    3.140,   13.995, 55810.000,    0.242,    0.573,    0.000,    0.000,   22.132,   52.530,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  100.000,    9.000,   17.260,    0.000,   28.502,   28.663,    2.898,   11.514, 46820.000,    0.230,    0.480,    0.000,    0.000,   27.542,   57.531,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  100.000,   10.000,   32.770,    0.000,   53.351,   54.800,    2.544,    7.939, 51940.000,    0.331,    0.565,    0.000,    0.000,   35.247,   60.144,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  150.000,    1.000,    9.150,    0.000,   15.070,   15.495,    2.924,   18.931, 57760.000,    0.277,    0.628,    0.000,    0.000,   19.672,   44.534,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,    2.000,   32.890,    0.000,   54.793,   55.751,    2.588,   12.746, 59620.000,    0.376,    0.623,    0.000,    0.000,   31.289,   51.847,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,    3.000,    9.890,    0.000,   16.987,   15.863,    2.832,   18.335, 64680.000,    0.288,    0.653,    0.000,    0.000,   22.138,   50.135,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,    4.000,   23.230,    0.000,   38.602,   38.307,    2.707,   14.501, 50220.000,    0.270,    0.524,    0.000,    0.000,   32.088,   62.223,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,    5.000,   34.430,    0.000,   57.245,   55.232,    2.572,   12.046, 50300.000,    0.360,    0.608,    0.000,    0.000,   37.472,   63.358,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,    6.000,   25.770,    0.000,   42.003,   43.295,    2.832,   14.937, 45280.000,    0.274,    0.515,    0.000,    0.000,   33.964,   63.730,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,    7.000,   16.620,    0.000,   28.841,   27.615,    2.862,   17.323, 50220.000,    0.282,    0.572,    0.000,    0.000,   31.572,   64.036,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,    8.000,   16.310,    0.000,   26.592,   27.198,    3.031,   17.928, 44050.000,    0.229,    0.488,    0.000,    0.000,   28.762,   61.156,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,    9.000,   18.160,    0.000,   31.164,   28.999,    2.915,   16.817, 55500.000,    0.281,    0.580,    0.000,    0.000,   24.550,   50.659,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  150.000,   10.000,   31.550,    0.000,   53.762,   51.432,    2.498,   11.688, 54330.000,    0.375,    0.641,    0.000,    0.000,   29.721,   50.822,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  200.000,    1.000,   15.030,    0.000,   24.429,   25.560,    2.955,   24.967, 63830.000,    0.300,    0.639,    0.000,    0.000,   23.719,   50.563,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,    2.000,   24.410,    0.000,   40.125,   40.677,    2.744,   20.100, 49380.000,    0.282,    0.538,    0.000,    0.000,   29.401,   56.150,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,    3.000,   32.130,    0.000,   53.654,   53.302,    2.631,   16.794, 57510.000,    0.374,    0.637,    0.000,    0.000,   31.061,   52.809,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,    4.000,   12.450,    0.000,   20.111,   21.084,    2.977,   25.614, 49700.000,    0.247,    0.546,    0.000,    0.000,   26.242,   58.105,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,    5.000,   38.120,    0.000,   63.145,   62.958,    2.551,   15.691, 46080.000,    0.350,    0.547,    0.000,    0.000,   41.019,   64.195,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,    6.000,    6.350,    0.000,   11.248,    9.854,    3.033,   28.141, 56260.000,    0.256,    0.602,    0.000,    0.000,   23.899,   56.207,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,    7.000,   15.380,    0.000,   25.152,   26.199,    3.009,   24.325, 50100.000,    0.265,    0.560,    0.000,    0.000,   28.244,   59.587,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,    8.000,   32.800,    0.000,   54.183,   54.609,    2.563,   16.778, 53070.000,    0.362,    0.612,    0.000,    0.000,   32.640,   55.250,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,    9.000,   25.730,    0.000,   42.382,   43.740,    2.716,   19.559, 50910.000,    0.314,    0.579,    0.000,    0.000,   36.107,   66.610,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  200.000,   10.000,   16.220,    0.000,   27.177,   27.012,    2.843,   22.234, 65880.000,    0.302,    0.631,    0.000,    0.000,   25.485,   53.192,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  250.000,    1.000,   16.040,    0.000,   26.944,   26.909,    2.766,   27.789, 47670.000,    0.267,    0.555,    0.000,    0.000,   28.830,   59.871,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,    2.000,   19.290,    0.000,   31.309,   31.669,    2.780,   26.726, 50530.000,    0.284,    0.592,    0.000,    0.000,   26.898,   56.053,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,    3.000,   20.200,    0.000,   34.159,   33.588,    2.884,   27.692, 51360.000,    0.288,    0.569,    0.000,    0.000,   29.120,   57.577,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,    4.000,   19.460,    0.000,   32.772,   32.461,    2.848,   28.202, 45640.000,    0.267,    0.533,    0.000,    0.000,   30.575,   61.059,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,    5.000,   12.600,    0.000,   20.867,   20.814,    3.007,   31.197, 50180.000,    0.263,    0.581,    0.000,    0.000,   26.651,   58.909,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,    6.000,   16.450,    0.000,   27.962,   27.074,    2.939,   29.863, 58640.000,    0.301,    0.626,    0.000,    0.000,   23.241,   48.255,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,    7.000,   16.690,    0.000,   27.261,   28.277,    2.848,   28.624, 51780.000,    0.262,    0.547,    0.000,    0.000,   28.434,   59.370,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,    8.000,   13.580,    0.000,   22.905,   22.652,    2.925,   29.102, 53770.000,    0.271,    0.580,    0.000,    0.000,   26.749,   57.247,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,    9.000,    9.740,    0.000,   15.961,   16.402,    2.910,   32.965, 54860.000,    0.262,    0.594,    0.000,    0.000,   25.688,   58.242,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  250.000,   10.000,   17.110,    0.000,   27.734,   28.854,    2.852,   27.916, 44890.000,    0.222,    0.466,    0.000,    0.000,   31.751,   66.578,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  300.000,    1.000,   23.240,    0.000,   37.989,   39.202,    2.714,   29.532, 43360.000,    0.259,    0.500,    0.000,    0.000,   33.620,   64.840,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,    2.000,   19.580,    0.000,   31.617,   33.975,    2.848,   30.785, 46280.000,    0.272,    0.544,    0.000,    0.000,   31.861,   63.611,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,    3.000,   23.990,    0.000,   40.169,   40.000,    2.793,   29.489, 56810.000,    0.332,    0.629,    0.000,    0.000,   27.465,   51.995,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,    4.000,   14.160,    0.000,   24.129,   23.467,    2.991,   35.490, 54220.000,    0.268,    0.569,    0.000,    0.000,   24.186,   51.250,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,    5.000,   16.960,    0.000,   27.171,   29.131,    2.868,   34.952, 51390.000,    0.265,    0.554,    0.000,    0.000,   27.287,   56.946,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,    6.000,   38.480,    0.000,   65.831,   65.085,    2.449,   21.975, 51880.000,    0.377,    0.563,    0.000,    0.000,   37.500,   55.968,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,    7.000,   16.600,    0.000,   27.783,   27.216,    2.988,   36.263, 60260.000,    0.300,    0.632,    0.000,    0.000,   23.115,   48.645,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,    8.000,   16.280,    0.000,   27.077,   26.706,    2.736,   32.198, 39260.000,    0.216,    0.459,    0.000,    0.000,   35.512,   75.343,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,    9.000,   17.050,    0.000,   28.033,   29.368,    2.897,   34.902, 50640.000,    0.264,    0.541,    0.000,    0.000,   30.786,   62.930,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  300.000,   10.000,   19.590,    0.000,   33.097,   32.354,    2.976,   33.740, 47540.000,    0.236,    0.472,    0.000,    0.000,   33.887,   67.900,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  350.000,    1.000,   32.320,    0.000,   54.188,   53.890,    2.576,   28.725, 49180.000,    0.338,    0.569,    0.000,    0.000,   31.543,   53.119,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,    2.000,   10.160,    0.000,   17.157,   16.689,    2.971,   44.873, 62540.000,    0.281,    0.632,    0.000,    0.000,   20.578,   46.254,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,    3.000,   23.660,    0.000,   39.834,   38.928,    2.731,   34.893, 49970.000,    0.282,    0.539,    0.000,    0.000,   30.762,   58.827,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,    4.000,   11.210,    0.000,   18.390,   18.970,    2.954,   44.332, 55770.000,    0.259,    0.575,    0.000,    0.000,   26.145,   58.022,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,    5.000,   10.900,    0.000,   17.594,   18.809,    3.040,   45.633, 61110.000,    0.258,    0.573,    0.000,    0.000,   22.454,   49.891,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,    6.000,   24.150,    0.000,   40.325,   40.230,    2.794,   35.527, 50990.000,    0.285,    0.540,    0.000,    0.000,   30.980,   58.688,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,    7.000,   31.040,    0.000,   52.159,   52.349,    2.566,   29.055, 54710.000,    0.357,    0.606,    0.000,    0.000,   36.272,   61.608,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,    8.000,   10.140,    0.000,   16.448,   17.112,    2.845,   41.850, 50440.000,    0.240,    0.546,    0.000,    0.000,   23.674,   53.815,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,    9.000,   14.920,    0.000,   23.922,   25.459,    2.933,   40.636, 52400.000,    0.270,    0.581,    0.000,    0.000,   29.372,   63.121,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  350.000,   10.000,   10.650,    0.000,   17.181,   17.976,    2.964,   45.108, 55460.000,    0.259,    0.587,    0.000,    0.000,   21.742,   49.281,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  400.000,    1.000,   24.360,    0.000,   40.762,   40.396,    2.872,   40.432, 55300.000,    0.292,    0.552,    0.000,    0.000,   27.683,   52.388,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,    2.000,   27.900,    0.000,   47.065,   45.877,    2.779,   36.021, 51730.000,    0.333,    0.600,    0.000,    0.000,   33.849,   61.058,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,    3.000,   24.760,    0.000,   41.799,   41.155,    2.877,   43.050, 40970.000,    0.257,    0.480,    0.000,    0.000,   36.075,   67.353,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,    4.000,   23.590,    0.000,   38.578,   39.217,    2.826,   40.558, 47570.000,    0.272,    0.529,    0.000,    0.000,   34.919,   67.806,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,    5.000,   17.660,    0.000,   27.783,   29.637,    2.844,   45.261, 49320.000,    0.286,    0.610,    0.000,    0.000,   25.907,   55.365,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,    6.000,   29.290,    0.000,   48.382,   48.980,    2.581,   34.694, 51570.000,    0.328,    0.582,    0.000,    0.000,   34.354,   60.989,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,    7.000,   18.640,    0.000,   31.125,   31.602,    2.818,   42.213, 58640.000,    0.315,    0.632,    0.000,    0.000,   24.544,   49.220,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,    8.000,   10.360,    0.000,   17.262,   17.127,    2.921,   51.302, 53340.000,    0.260,    0.587,    0.000,    0.000,   25.746,   58.059,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,    9.000,   37.050,    0.000,   62.174,   60.970,    2.458,   30.746, 52990.000,    0.392,    0.619,    0.000,    0.000,   34.293,   54.199,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  400.000,   10.000,   16.560,    0.000,   26.807,   28.090,    2.808,   45.060, 38070.000,    0.195,    0.410,    0.000,    0.000,   38.150,   80.182,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  450.000,    1.000,   35.940,    0.000,   58.149,   60.567,    2.670,   35.747, 49930.000,    0.357,    0.579,    0.000,    0.000,   38.603,   62.653,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,    2.000,   30.290,    0.000,   50.150,   51.021,    2.719,   41.648, 44070.000,    0.283,    0.491,    0.000,    0.000,   41.079,   71.376,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,    3.000,   17.830,    0.000,   28.615,   31.008,    2.891,   51.252, 58150.000,    0.296,    0.604,    0.000,    0.000,   28.149,   57.508,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,    4.000,   18.310,    0.000,   30.498,   30.403,    2.823,   49.387, 56880.000,    0.303,    0.620,    0.000,    0.000,   25.807,   52.876,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,    5.000,   29.070,    0.000,   48.692,   49.166,    2.557,   37.600, 55360.000,    0.356,    0.623,    0.000,    0.000,   32.978,   57.629,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,    6.000,   12.270,    0.000,   21.032,   20.103,    3.006,   58.022, 53980.000,    0.255,    0.555,    0.000,    0.000,   23.425,   50.906,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,    7.000,   16.270,    0.000,   27.482,   26.115,    2.874,   50.693, 53750.000,    0.291,    0.620,    0.000,    0.000,   26.351,   56.184,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,    8.000,   13.780,    0.076,   22.577,   23.046,    2.966,   54.654, 51550.000,    0.256,    0.555,    0.000,    0.000,   25.995,   56.470,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,    9.000,   21.750,    0.000,   35.989,   35.983,    2.906,   48.797, 47580.000,    0.263,    0.520,    0.000,    0.000,   34.742,   68.719,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  450.000,   10.000,   18.900,    0.126,   30.701,   31.952,    2.943,   52.985, 59100.000,    0.305,    0.621,    0.000,    0.000,   25.699,   52.406,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  500.000,    1.000,   20.770,    0.959,   34.939,   32.596,    2.819,   52.118, 50930.000,    0.287,    0.580,    0.000,    0.000,   26.037,   52.545,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,    2.000,   17.400,    0.000,   27.677,   30.352,    2.929,   56.976, 55460.000,    0.286,    0.589,    0.000,    0.000,   28.158,   58.087,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,    3.000,   18.440,    0.000,   30.641,   30.682,    2.952,   57.687, 55600.000,    0.289,    0.591,    0.000,    0.000,   28.291,   57.889,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,    4.000,   19.020,    0.000,   32.067,   30.736,    2.828,   53.916, 51700.000,    0.293,    0.602,    0.000,    0.000,   27.084,   55.610,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,    5.000,   18.790,    0.227,   30.744,   31.157,    2.971,   56.513, 59240.000,    0.311,    0.639,    0.000,    0.000,   23.272,   47.858,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,    6.000,   16.230,    0.000,   27.324,   27.313,    2.901,   58.018, 55120.000,    0.289,    0.597,    0.000,    0.000,   25.899,   53.451,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,    7.000,   21.810,    0.000,   37.168,   35.037,    2.876,   55.859, 44290.000,    0.221,    0.436,    0.000,    0.000,   31.536,   62.330,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,    8.000,   15.370,    0.000,   25.908,   25.347,    2.853,   56.761, 59590.000,    0.298,    0.630,    0.000,    0.000,   24.357,   51.507,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,    9.000,   11.910,    0.000,   20.141,   19.759,    2.946,   61.278, 53430.000,    0.258,    0.565,    0.000,    0.000,   27.001,   59.020,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  500.000,   10.000,   26.750,    0.000,   44.680,   45.479,    2.776,   47.433, 53260.000,    0.339,    0.610,    0.000,    0.000,   34.931,   62.929,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  550.000,    1.000,   14.540,    0.150,   23.729,   24.538,    3.057,   67.670, 52170.000,    0.229,    0.491,    0.000,    0.000,   27.027,   57.815,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,    2.000,   16.700,    0.000,   28.225,   27.458,    2.786,   59.807, 60010.000,    0.301,    0.627,    0.000,    0.000,   22.327,   46.472,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,    3.000,   26.390,    0.000,   43.601,   44.104,    2.911,   55.958, 37480.000,    0.227,    0.420,    0.000,    0.000,   38.040,   70.320,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,    4.000,   14.670,    0.025,   24.300,   24.957,    2.964,   64.123, 56620.000,    0.282,    0.594,    0.000,    0.000,   22.329,   47.104,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,    5.000,   17.150,    0.000,   29.564,   28.676,    2.882,   61.119, 46870.000,    0.262,    0.529,    0.000,    0.000,   32.793,   66.122,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,    6.000,   16.290,    0.000,   28.040,   27.233,    2.753,   57.982, 38690.000,    0.199,    0.406,    0.000,    0.000,   37.309,   76.081,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,    7.000,   27.430,    0.224,   44.920,   46.488,    2.745,   51.544, 57350.000,    0.345,    0.624,    0.000,    0.000,   28.263,   51.161,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,    8.000,   21.700,    0.000,   36.991,   35.460,    2.694,   54.007, 54220.000,    0.303,    0.592,    0.000,    0.000,   31.581,   61.620,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,    9.000,   17.980,    0.000,   29.945,   29.841,    2.778,   60.481, 46460.000,    0.254,    0.522,    0.000,    0.000,   30.136,   62.026,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  550.000,   10.000,   25.880,    0.000,   41.983,   43.936,    2.834,   54.597, 57190.000,    0.320,    0.596,    0.000,    0.000,   27.970,   52.142,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  600.000,    1.000,   26.970,    0.000,   44.153,   46.061,    2.818,   57.534, 41340.000,    0.249,    0.452,    0.000,    0.000,   39.510,   71.777,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,    2.000,   19.680,    0.000,   33.502,   32.654,    2.819,   65.571, 51250.000,    0.271,    0.538,    0.000,    0.000,   30.205,   59.902,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,    3.000,   30.320,    0.221,   52.391,   49.735,    2.766,   56.678, 57700.000,    0.349,    0.598,    0.000,    0.000,   33.966,   58.180,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,    4.000,   26.720,    0.125,   45.235,   43.870,    2.585,   54.043, 55300.000,    0.340,    0.622,    0.000,    0.000,   31.031,   56.693,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,    5.000,   24.320,    0.000,   40.310,   40.699,    2.814,   59.300, 46660.000,    0.272,    0.515,    0.000,    0.000,   32.882,   62.274,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,    6.000,   19.030,    0.000,   30.885,   32.108,    2.870,   69.640, 45000.000,    0.246,    0.503,    0.000,    0.000,   30.133,   61.629,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,    7.000,   16.930,    0.124,   27.993,   28.619,    2.854,   67.808, 45590.000,    0.240,    0.495,    0.000,    0.000,   31.027,   63.924,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,    8.000,   27.860,    1.303,   45.233,   45.770,    2.850,   55.532, 56880.000,    0.300,    0.550,    0.000,    0.000,   37.700,   69.045,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,    9.000,   21.880,    0.646,   37.056,   35.288,    2.944,   67.222, 60910.000,    0.323,    0.631,    0.000,    0.000,   25.585,   49.993,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  600.000,   10.000,   21.790,    0.525,   36.114,   35.814,    2.963,   67.638, 59800.000,    0.289,    0.568,    0.000,    0.000,   25.449,   50.021,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  700.000,    1.000,   20.380,    0.126,   33.895,   33.366,    2.865,   77.253, 51210.000,    0.255,    0.514,    0.000,    0.000,   28.245,   56.934,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    2.000,   29.610,    0.051,   49.395,   48.509,    2.903,   66.414, 53090.000,    0.307,    0.547,    0.000,    0.000,   33.414,   59.483,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    3.000,   27.760,    1.558,   45.801,   45.283,    2.775,   63.381, 51250.000,    0.305,    0.554,    0.000,    0.000,   33.358,   60.548,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    4.000,   23.920,    0.455,   39.334,   39.238,    2.891,   71.584, 50550.000,    0.305,    0.589,    0.000,    0.000,   31.727,   61.279,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    5.000,   32.420,    0.075,   52.818,   54.707,    2.729,   65.107, 56020.000,    0.339,    0.578,    0.000,    0.000,   35.761,   60.859,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    6.000,   26.650,    0.468,   45.184,   43.881,    2.879,   67.075, 57260.000,    0.314,    0.570,    0.000,    0.000,   28.635,   52.015,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    7.000,   29.000,    0.000,   48.091,   48.557,    2.622,   61.378, 55790.000,    0.343,    0.609,    0.000,    0.000,   28.583,   50.748,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    8.000,   30.750,    1.754,   49.498,   50.529,    2.872,   66.057, 55960.000,    0.338,    0.596,    0.000,    0.000,   29.267,   51.676,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    9.000,   28.590,    0.220,   49.151,   47.285,    2.944,   70.012, 66680.000,    0.353,    0.617,    0.000,    0.000,   27.845,   48.735,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,   10.000,   24.730,    1.895,   40.930,   39.759,    2.962,   73.122, 66220.000,    0.334,    0.631,    0.000,    0.000,   27.245,   51.449,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  650.000,    1.000,   26.900,    0.000,   43.936,   45.350,    2.631,   59.710, 51020.000,    0.300,    0.552,    0.000,    0.000,   28.170,   51.805,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,    2.000,   24.330,    0.000,   40.825,   39.503,    2.844,   63.486, 55310.000,    0.320,    0.614,    0.000,    0.000,   24.073,   46.186,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,    3.000,   22.810,    0.000,   38.500,   38.031,    2.933,   66.067, 54740.000,    0.297,    0.567,    0.000,    0.000,   29.850,   57.047,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,    4.000,   27.870,    1.464,   44.744,   45.661,    2.867,   63.930, 53200.000,    0.281,    0.520,    0.000,    0.000,   35.132,   64.893,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,    5.000,   19.410,    0.025,   32.260,   32.988,    2.958,   75.304, 43980.000,    0.223,    0.443,    0.000,    0.000,   32.645,   64.912,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,    6.000,   32.080,    0.000,   53.591,   54.619,    2.572,   54.345, 53320.000,    0.365,    0.608,    0.000,    0.000,   39.631,   66.120,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,    7.000,   24.050,    0.249,   40.728,   39.417,    2.813,   68.226, 53730.000,    0.322,    0.610,    0.000,    0.000,   32.570,   61.704,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,    8.000,   23.850,    1.182,   37.937,   38.640,    2.861,   68.207, 54830.000,    0.289,    0.572,    0.000,    0.000,   25.757,   50.999,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,    9.000,   32.070,    0.520,   52.736,   54.086,    2.758,   55.703, 55210.000,    0.357,    0.605,    0.000,    0.000,   33.024,   55.888,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  650.000,   10.000,   24.440,    0.049,   41.254,   40.845,    2.918,   68.188, 55510.000,    0.319,    0.596,    0.000,    0.000,   28.408,   53.014,    0.000,    0.000

NSFNET,    SF,   0.600, 10000.000,  700.000,    1.000,   27.650,    0.248,   46.139,   46.110,    2.733,   64.536, 48560.000,    0.313,    0.564,    0.000,    0.000,   32.148,   57.901,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    2.000,   23.910,    0.000,   38.324,   39.966,    2.830,   71.418, 52200.000,    0.313,    0.612,    0.000,    0.000,   25.932,   50.737,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    3.000,   26.320,    0.354,   43.394,   43.177,    2.920,   69.521, 56700.000,    0.315,    0.589,    0.000,    0.000,   32.755,   61.285,    0.000,    0.000
NSFNET,    SF,   0.600, 10000.000,  700.000,    4.000,   24.580,    0.252,   41.202,   39.873,    2.919,   70.942, 54000.000,    0.292,    0.556,    0.000,    0.000,   28.086,   53.599,    0.000,    0.000
